presion_media,presion_min,presion_max,presion_desv,humedad_media,humedad_min,humedad_max,humedad_desv,viento_media,viento_min,viento_max,viento_desv,rafaga_media,rafaga_min,rafaga_max,rafaga_desv,viento_norte,viento_este,direccion_viento,registros_del_dia,anio,dia_del_anio,estacion_anio,mes,sector_viento,temp_max_manana,amplitud_presion,amplitud_humedad,amplitud_viento,velocidad_resultante
993.2661,987.65,999.25,3.9756,0.565128,0.342,91.6,20.643,7.0826400000000005,0.936,16.02,1.141,3.3877,0.58,7.89,1.9132,-1.6535,-0.0281,180.9733,144.0,2012.0,135.0,primavera,julio,S,17.26,11.600000000000023,91.258,15.084,1.6537387520403577
982.9152,979.19,987.57,2.2167,61.9567,0.3556,87.1,14.5562,2.7081,0.55,7.88,1.5403,4.4972,1.04,11.89,2.5178,-1.8139,-1.0885,210.9685,144.0,2012.0,136.0,primavera,mayo,SO,12.26,8.379999999999995,86.7444,7.33,2.1154350521819385
990.2098,998.5861027927112,,3.6539,69.3796,0.4604999999999999,83.3,10.8113,2.5469,0.88,4.39,0.7235,4.711,2.04,8.53,1.346,-0.1358,-2.4375,266.8116,144.0,2012.0,137.0,primavera,mayo,O,14.29,,82.8395,3.51,2.441279969606108
994.6535,990.82,996.84,2.0537,54.7226,36.36,83.2,15.5715,2.1658,0.39,4.23,0.7114,3.7851,0.76,9.37,1.4153,0.1675,-0.9606,279.8939,144.0,2012.0,138.0,primavera,marzo,O,18.86,6.019999999999982,46.84,3.8400000000000003,0.9750941544281763
987.0419,984.56,990.78,1.8134,45.8384,29.97,62.6,11.3878,9.32436,0.864,14.87562174,1.5418,4.2404,0.6,6.915859230000001,2.5859,-2.2596,0.3048,172.3165,144.0,2012.0,139.0,primavera,enero,S,24.2,6.220000000000027,32.63,14.011621739999999,2.2800647359230832
,973.23,977.02,0.9795,56.2187,38.49,76.6,10.9638,8.15508,0.684,20.196,1.6859,3.7131,0.4,9.77,2.6677,,1.7304,76.6795,144.0,,142.0,primavera,marzo,E,27.88,3.7899999999999636,38.10999999999999,19.512,
991.9017,986.81,996.79,2.5085,56.0799,,88.9,17.4577,3.0161,0.14,4.09483489,1.8198,4.8374,0.36,6.7729439000000005,2.8462,1.6901,1.6779,44.7935,144.0,2012.0,144.0,,mayo,NE,23.59,9.980000000000018,,3.9548348899999994,2.381551263357562
998.581,996.9,999.92,0.8671,60.0262,30.2,86.4,19.7962,4.1245,0.66,7.97,1.8527,6.1696,1.58,12.29,2.6213,,2.0315,,144.0,2012.0,145.0,primavera,mayo,NE,21.33,3.019999999999982,56.2,7.31,
998.7736,996.36,1000.74,1.6441,49.121,34.04,66.27,10.1967,3.479,,,1.6431,5.5301,0.4,10.85,2.5895,,1.7718,31.8803,144.0,2012.0,146.0,primavera,mayo,NE,21.99,4.3799999999999955,32.23,,
995.7728,994.05,997.22,1.1495,51.5758,35.14,77.4,13.1273,2.3674,0.13,6.02,1.8706,3.8601,0.36,9.39,2.9498,1.5458,1.5048,44.2309,144.0,2012.0,147.0,primavera,mayo,NE,23.45,3.1700000000000728,42.260000000000005,5.89,2.1572947596469056
992.4519,990.05,994.29,1.6691,53.4261,35.38,72.6,10.9872,1.5243,0.17,2.6035444900000004,1.0643,2.7072,0.36,5.02067768,1.8026,0.5997,0.746,51.2065,144.0,2012.0,148.0,primavera,mayo,NE,23.77,4.240000000000009,37.21999999999999,2.4335444900000005,0.9571604306489064
987.171,985.06,990.07,1.4883,59.3198,44.57,80.1,12.0751,1.7479,0.18,3.0136493499999997,1.2329,2.9499,0.4,7.2,1.9763,0.8695,0.4027,24.852,144.0,2012.0,149.0,primavera,mayo,NE,23.81,5.010000000000105,35.529999999999994,2.8336493499999995,0.9582262467705631
985.9979,985.27,988.15,0.7993,62.2972,37.21,87.2,14.9168,1.6678,,,0.9485,3.4459,0.56,8.08,2.0938,0.1708,-1.0273,279.4393,144.0,2012.0,150.0,,mayo,O,22.26,2.8799999999999955,49.99,,1.0414019060862143
989.7589,988.03,992.34,1.1986,62.026199999999996,0.4000999999999999,83.6,14.6836,1.6783,0.18,3.97,1.0362,,0.48,7.14,2.0793,0.7044,-0.4725,326.1467,144.0,2012.0,151.0,primavera,marzo,NO,21.7,4.310000000000059,83.1999,3.79,0.8481955022281125
988.8944,984.05,992.24,2.6816,77.4131,0.5223,94.1,14.1466,2.0267,0.38,6.36,0.9889,3.5182,14.700591708775558,0.64,1.7743,-0.9247,-1.0106,227.541,144.0,2012.0,152.0,primavera,mayo,SO,15.97,8.190000000000055,93.5777,5.98,1.3698111001156326
987.5949,,,2.0092,80.6717,0.6657,92.2,7.4717,2.0669,,,0.704,4.2167,0.92,5.051746230000001,1.603,-0.3476,-1.9689,259.987,,2012.0,153.0,verano,junio,O,16.02,,91.5343,,1.999348136268419
988.5396,,989.89,1.0377,62.0292,0.4436,82.2,14.0978,1.6589,0.18,4.77,0.7453,3.2826,0.44,7.44,1.6233,0.6652,-0.838,308.4415,144.0,2012.0,154.0,verano,junio,NO,11.67,,81.7564,4.59,1.0699229131110335
982.2438,977.74,987.0,2.7851,91.0451,0.72,97.4,6.8013,1.3288,0.27,3.54,0.7195,2.0193,0.56,4.24,0.8634,0.3192,0.1703,28.0778,144.0,2012.0,155.0,verano,junio,NE,15.79,9.259999999999991,96.68,3.27,0.36178823916761027
983.2293,981.03,984.77,1.1034,87.715,0.691,97.1,6.7003,1.1785,0.33,3.17,0.6056,2.1126,0.72,4.06,0.7176,-0.4308,-0.2509,210.2173,144.0,2012.0,156.0,verano,junio,SO,13.42,3.740000000000009,96.40899999999999,2.84,0.4985373105395423
984.137,981.01,989.71,2.6763,80.7885,57.77,95.2,,1.9962,0.15,4.93,1.2238,3.1158,0.36,8.97,1.8314,-1.8138,-0.2247,187.0627,144.0,2012.0,158.0,verano,junio,S,21.72,8.700000000000045,37.43,4.779999999999999,1.8276653222075425
980.51,976.87,,2.3819,76.8553,,,12.7533,2.5218,0.4,,1.2378,3.8679,1.04,8.25,1.758,-0.9357,-0.109,186.6413,,2012.0,159.0,,junio,S,22.68,,,,0.9420273297521681
981.158,977.08,985.23,,63.7331,43.51,83.5,12.5277,3.2678,,,1.4069,5.1505,0.6,10.81,2.3773,-2.4418,-2.0229,219.6409,144.0,2012.0,160.0,verano,agosto,SO,20.73,8.149999999999977,39.99,,3.1708849947609266
986.5324,985.34,987.55,0.603,55.7837,35.31,87.1,16.1847,3.5138,0.4,8.81,1.9322,5.6642,0.88,13.73,3.145,-2.3199,-2.3508,225.3789,144.0,2012.0,161.0,verano,junio,SO,19.74,2.2099999999999227,51.78999999999999,8.41,3.3027559174120027
984.7041,981.25,987.49,2.3848,56.99770000000001,40.03,80.0,13.4458,1.1687,0.14,2.46062916,0.7285,2.3073,8.861359284385768,0.19883872,1.5149,0.3391,-0.2784,320.6113,144.0,2012.0,162.0,invierno,septiembre,NO,19.35,6.240000000000009,39.97,2.3206291599999997,0.4387429429631889
978.2413,976.33,981.24,1.4446,68.0334,47.43,96.2,13.6128,1.4317,0.17,5.01,0.9836,2.3558,0.44,7.16,1.4479,-0.8454,0.0206,178.6037,144.0,2012.0,,verano,junio,S,20.13,4.909999999999968,48.77,4.84,0.8456509445391758
,975.9,979.3,0.8219,76.2812,52.81,99.4,18.443,1.5185,0.34,3.28,0.6185,2.5979,0.64,5.04,0.9468,-0.6277,-0.4214,,144.0,2012.0,164.0,verano,agosto,SO,17.02,3.3999999999999773,46.59,2.94,0.7560325720496439
984.7671,979.32,990.55,3.2787,83.327,64.76,95.5,8.6738,8.47008,2.268,,0.8169,3.8589,1.36,5.88,1.0172,0.054,-0.9037,273.4168,144.0,2012.0,165.0,invierno,agosto,O,15.83,11.229999999999905,30.739999999999995,,0.905311929668443
992.5991,990.6,993.77,0.8991,88.5652,0.6548999999999999,96.1,8.3061,4.00572,0.648,9.432,0.6088,1.8985,0.48,4.24,0.8957,-0.1143,0.3315,109.0299,144.0,2012.0,166.0,invierno,marzo,E,23.94,3.169999999999959,95.4451,8.784,0.3506518786488959
991.0042,988.37,993.44,1.5979,73.5217,,99.5,19.3955,2.3067,0.25,2.93908483,1.0283,3.6097,9.373474415803445,0.34796776,1.6652,-1.9067,-0.2532,187.5645,144.0,2012.0,167.0,verano,junio,S,25.89,5.07000000000005,,2.68908483,1.9234383613726749
990.09,989.11,992.61,0.8751,69.2131,46.72,94.9,14.1858,1.8987,0.47,7.1,1.3366,3.5874,1.0,11.37,2.2504,-0.7546,-1.0772,234.9879,144.0,2012.0,168.0,verano,junio,SO,23.64,3.5,48.18000000000001,6.63,1.3152113898533573
994.5806,992.02,996.35,,59.2405,40.36,74.4,,8.37288,0.36,18.576,131.09,3.7489,0.24,8.97,-102.31,-1.7054,-1.26,216.4576,144.0,2012.0,169.0,invierno,marzo,SO,30.84,4.330000000000041,34.040000000000006,18.216,2.1203747687614096
992.5315,989.46,994.66,1.8227,67.2052,0.5643,85.4,8.3033,2.6746,0.42,5.27,1.2056,4.2648,10.065047835218197,0.88,1.7381,1.8188,1.5079,39.6598,144.0,,171.0,verano,junio,NE,18.42,5.199999999999932,84.8357,4.85,2.362582453587599
987.6363,,,1.3133,93.7208,86.4,98.4,2.9592,2.6028,0.35,3.01986306,1.0765,3.8003,1.12,4.082407470000001,1.4102,1.9068,1.0198,28.1376,144.0,2012.0,172.0,verano,junio,NE,15.94,,12.0,2.66986306,2.1623779225658035
985.9632,985.31,986.59,0.3331,94.8667,88.9,99.0,3.247,2.0199,0.41,3.78,0.8134,3.0066,1.04,5.33,0.991,1.4077,1.0597,36.9731,144.0,2012.0,173.0,,junio,NE,22.26,1.2800000000000864,10.099999999999994,3.3699999999999997,1.7619827978728964
991.0756,986.47,995.6,2.647,63.7757,0.3874,96.2,21.0914,9.04464,1.728,23.328000000000003,141.38,4.299,0.84,11.57,-122.425,-1.3357,-1.9013,234.9111,144.0,,174.0,invierno,noviembre,SO,22.51,9.129999999999995,95.8126,21.6,2.323582617425083
996.0915,995.15,997.19,0.5252,61.9255,0.3817,91.0,17.4361,2.0962,0.26,6.21,1.5406,3.6597,0.68,10.89,2.5328,-1.4382,-1.1249,,144.0,2012.0,175.0,verano,,SO,23.36,2.0400000000000773,90.6183,5.95,1.8258749272609007
988.7235,983.41,995.87,4.3379,68.364,40.85,94.3,18.6901,12.927600000000002,1.0080000000000002,38.232,2.7038,5.7345,0.84,16.09,,-2.9499,-1.7047,210.0232,144.0,2012.0,176.0,invierno,diciembre,SO,18.5,12.460000000000036,53.449999999999996,37.224,3.40703861146304
987.3282,985.14,991.08,1.4933,72.0717,50.83,88.0,10.3174,2.6806,0.69,6.6,1.3576,5.1521,1.48,12.89,2.4036,-1.2698,-2.1866,239.8548,144.0,2012.0,177.0,,junio,SO,18.54,5.940000000000055,37.17,5.91,2.5285591944821064
993.6477,,,1.3569,70.196,52.58,86.8,10.56,1.7947,0.49,3.74,0.6932,,1.12,7.16,1.5365,-0.2522,-1.6018,261.0527,144.0,2012.0,178.0,invierno,febrero,O,23.14,,34.22,3.25,1.6215326330357953
991.7779,988.98,994.97,2.2573,77.2744,50.28,96.1,15.1294,2.0935,,,1.2827,3.5212,1.12,5.35000431,2.0505,-1.2877,-1.1381,221.4707,144.0,2012.0,179.0,,junio,SO,28.16,5.990000000000009,45.81999999999999,,1.7185583784090663
986.7909,983.99,989.3,1.9395,72.2447,0.4345,98.2,19.0802,1.3929,0.21,2.0505242999999997,0.6863,2.4394,0.62,3.28083888,1.0619,-0.5114,0.3518,145.4764,144.0,2012.0,180.0,verano,diciembre,SE,31.72,5.309999999999945,97.7655,1.8405242999999998,0.6207199046268775
983.7584,982.54,,0.7481,63.3378,38.16,90.1,14.9662,1.7449,0.32,4.68,0.9345,3.0261,0.76,7.6,1.5099,-0.7009,-0.0185,181.5092,144.0,2012.0,181.0,verano,junio,S,29.43,,51.94,4.359999999999999,0.7011441078694165
986.0472,984.46,988.0,1.1795,70.3882,49.67,97.2,14.4138,1.9678,0.17,9.47,,3.359,0.44,16.73,2.4104,0.7016,0.2192,17.3513,144.0,2012.0,182.0,invierno,abril,N,21.34,3.5399999999999636,47.53,9.3,0.7350450326340556
989.4403,983.38,994.26,2.709,81.0604,71.2,91.2,4.9781,2.0004,0.37,9.44,1.2953,3.3058,0.88,13.21,1.8567,-1.1177,-0.9177,219.3874,144.0,2012.0,183.0,verano,julio,SO,19.89,10.879999999999995,20.0,9.07,1.446176538324419
993.5954,991.49,995.27,1.2752,80.773,65.12,91.6,6.8921,2.4589,0.3,5.94,1.1458,3.9094,12.476570359325468,0.68,1.5276,1.8112,1.053,30.1744,144.0,2012.0,184.0,verano,julio,NE,21.82,3.7799999999999727,26.47999999999999,5.640000000000001,2.095054758234257
991.4692,990.34,992.41,0.6176,,67.17,89.6,6.7595,1.4672,0.19,,0.8943,2.4579,0.44,5.16,1.3071,1.0319,0.5149,26.5174,144.0,,185.0,verano,julio,NE,25.64,2.0699999999999363,22.429999999999993,,1.153230081119982
988.6822,986.38,990.99,1.4909,72.5167,52.88,95.3,15.6547,1.7658,0.17,4.79,1.1444,2.9786,0.34,7.18,1.7532,0.8396,1.241,55.9199,144.0,2012.0,,verano,julio,NE,22.02,4.610000000000014,42.419999999999995,4.62,1.4983354631056425
985.4789,983.11,987.64,1.2479,88.5875,78.2,98.6,5.705,1.4359,0.2,3.89,0.779,2.3082,0.52,5.24,1.0263,0.4851,0.0459,5.4071,144.0,2012.0,187.0,verano,julio,N,25.62,4.529999999999973,20.39999999999999,3.69,0.48726668262872225
985.0998,982.75,987.1,1.2576,85.4162,59.85,99.8,13.3669,1.2533,0.24,4.85,0.7024,2.2064,0.48,12.51,1.47,-0.5853,-0.437,216.7486,144.0,2012.0,188.0,,julio,SO,23.84,4.350000000000023,39.949999999999996,4.609999999999999,0.7304417088310333
,982.62,986.65,1.1149,70.757,48.43,96.1,,2.664,0.33,6.64,1.7736,4.1935,13.716891960424867,0.84,2.6641,-2.1834,-1.1466,207.7053,144.0,2012.0,190.0,,,SO,23.44,4.029999999999973,47.669999999999995,6.31,2.466156345408782
986.2402,984.95,987.18,0.5055,62.4899,42.92,81.3,11.6544,12.492,1.4400000000000002,25.2,181.58,5.4678,16.305096751047778,0.92,-142.16,-2.6784,-2.0772,217.7942,144.0,2012.0,191.0,invierno,febrero,SO,23.8,2.2299999999999045,38.379999999999995,23.759999999999998,3.3894817302944706
986.6783,985.41,987.51,0.628,69.2533,48.57,89.5,12.5403,4.889880000000001,,14.436,80.19,2.5067,0.4,6.97,-68.585,-0.7727,-0.5261,214.2472,144.0,2012.0,192.0,invierno,febrero,SO,21.52,2.1000000000000227,40.93,,0.9347975716699312
986.1996,985.31,987.28,0.5238,70.4311,43.95,97.4,19.0194,2.6735,0.29,7.69,1.8228,4.5074,0.52,11.43,2.8791,-1.7151,-1.6308,223.5572,144.0,2012.0,193.0,verano,noviembre,SO,18.68,1.9700000000000273,53.45,7.4,2.366659386139036
987.4092,985.37,989.23,0.9326,73.3715,50.8,93.0,11.1252,3.1533,0.55,8.16,1.7368,5.3846,1.2,12.93,3.0103,-2.1542,-2.0434,223.4878,144.0,2012.0,194.0,verano,julio,SO,18.41,3.8600000000000136,42.2,7.61,2.969185275458573
982.8215,978.2,988.65,3.02,82.419,0.644,95.8,10.4741,2.7719,0.54,6.37,1.4802,4.2619,1.36,9.99,2.0846,-2.5872,-0.6831,194.7897,144.0,2012.0,195.0,verano,julio,S,19.0,10.449999999999932,95.15599999999999,5.83,2.6758605064539522
978.8932,974.0,983.27,3.0072,83.3283,60.71,97.5,10.3707,2.8838,0.31,5.91545192,1.6395,4.8697,18.916906677806644,0.5219516399999999,2.6218,-2.1866,-1.5474,215.2863,144.0,2012.0,196.0,verano,julio,SO,20.97,9.269999999999982,36.79,5.60545192,2.678743421830467
986.2162,983.14,991.54,2.3149,72.7234,46.76,91.1,12.5567,2.3848,0.46,5.64,1.3148,4.1281,0.96,10.01,2.1912,-1.3005,-1.5121,229.3027,144.0,2012.0,197.0,verano,julio,SO,19.22,8.399999999999977,44.339999999999996,5.18,1.9944289057271507
994.997,991.61,996.67,1.3107,68.6972,,,13.9661,10.18836,1.1880000000000002,,141.86,4.974,1.36,11.31,-115.275,-1.5904,-2.1201,233.1242,144.0,2012.0,198.0,invierno,octubre,SO,20.23,5.059999999999945,,,2.650320012753177
992.4786,990.21,994.86,1.4235,84.7006,62.41,94.3,9.0451,2.2647,0.41,2.6718953,0.8293,4.1844,1.2,,1.3991,-1.132,-1.59,234.5513,144.0,2012.0,199.0,verano,julio,SO,24.3,4.649999999999977,31.89,2.2618953,1.9518001946920693
988.7721,982.92,994.72,3.8501,71.1789,47.76,92.0,14.8301,2.8312,0.57,6.63,1.4168,4.6967,13.941199497107585,1.42,2.4996,-2.004,-1.7903,221.7767,144.0,2012.0,200.0,verano,julio,SO,21.92,11.800000000000068,44.24,6.06,2.6872272122021985
987.8265,985.52,990.42,1.2552,74.0232,56.7,86.6,7.1394,1.7429,,4.18,0.8091,3.0753,0.68,6.44,1.3976,-0.6004,-1.5389,248.686,144.0,2012.0,202.0,,julio,O,17.76,4.899999999999977,29.89999999999999,,1.6518757126370012
993.349,,997.58,2.0621,77.0019,57.19,92.8,10.9838,1.1733,,,0.7722,2.156,0.4,5.68,1.2613,0.4961,-0.2059,337.4533,144.0,2012.0,203.0,verano,diciembre,NO,19.08,,35.61,,0.5371312874893809
1000.4837,997.56,1002.79,1.3588,66.0735,46.86,85.1,12.6964,1.2912,0.19,4.16,0.707,2.4285,0.4,5.78,1.2313,0.6501,0.0671,5.8974,144.0,2012.0,204.0,verano,julio,N,24.93,5.230000000000018,38.239999999999995,3.97,0.6535536856295739
993.1172,989.39,997.49,,58.869899999999994,0.4059,88.9,15.8403,2.3193,0.15,5.22,1.5794,3.7251,0.28,8.25,2.4969,1.1164,1.5363,53.9932,144.0,2012.0,206.0,verano,julio,NE,32.83,8.100000000000023,88.4941,5.069999999999999,1.8990962719146178
989.422,987.9,990.59,0.6953,60.421,43.08,87.0,13.7748,1.6866,0.14,2.64082675,1.2126,2.9511,0.3,6.72,1.9226,1.2146,0.6986,29.9065,144.0,2012.0,208.0,,julio,NE,32.51,2.6900000000000546,43.92,2.50082675,1.4011763343705173
,982.23,990.33,3.0198,58.9283,38.83,82.4,14.0411,1.5217,0.14,6.2,1.0846,2.5976,0.36,8.08,1.6233,0.0638,0.5312,83.1518,144.0,,209.0,verano,julio,E,24.79,8.100000000000023,43.57000000000001,6.0600000000000005,0.5350176445688497
982.4203,980.8,983.7,0.725,,58.15,93.8,9.1446,2.7033,0.62,8.56,1.8761,4.436,1.16,15.09,2.8199,-1.4381,-0.8323,210.0604,144.0,2012.0,210.0,verano,,SO,22.63,2.900000000000091,35.65,7.94,1.6615820473271852
985.297,982.64,990.04,2.4059,73.7484,,,16.9489,2.0958,0.4,4.33,0.9327,3.6824,0.64,9.21,1.842,-0.4669,-1.6564,254.2578,144.0,2012.0,211.0,verano,febrero,O,21.41,7.399999999999977,,3.93,1.7209464169462105
990.6858,989.76,992.02,0.548,60.9118,41.6,85.6,12.77,8.78328,1.044,29.484,158.88,3.986,0.7,12.05,-121.025,-1.4531,-1.4894,225.7059,144.0,2012.0,212.0,invierno,abril,SO,22.98,2.259999999999991,43.99999999999999,28.44,2.0808200234522927
992.0186,991.1,992.91,0.5523,59.8993,40.67,,12.7013,1.5015,0.16,3.2435566199999997,1.0902,2.656,0.4,4.90261719,1.8135,-0.8496,-0.8142,223.7826,144.0,2012.0,213.0,,julio,SO,28.4,1.8099999999999454,,3.0835566199999995,1.176750525812502
989.8028,986.21,992.57,,57.7292,,,17.3106,1.4144,0.3,3.71,0.7578,2.6736,0.6,5.68,1.3258,-0.2386,0.5792,112.3874,144.0,2012.0,214.0,verano,agosto,E,28.87,6.360000000000014,,3.41,0.62642046582148
986.4088,985.27,,0.996,,37.07,75.0,10.862,2.0591,0.17,6.14,,3.4975,0.36,10.35,2.2877,-1.3214,-1.0542,218.582,144.0,2012.0,215.0,verano,septiembre,SO,26.77,,37.93,5.97,1.690395101743968
989.2909,988.23,990.06,,67.3383,37.42,84.5,13.4161,5.600160000000001,0.6120000000000001,10.714921524,1.0493,2.7938,,4.4738712000000005,1.6427,0.6994,0.1062,8.6325,144.0,2012.0,216.0,invierno,octubre,N,27.9,1.8299999999999272,47.08,10.102921524,0.707416991596894
987.9029,985.83,989.68,1.3573,57.7908,26.85,93.6,23.3417,1.3523,0.14,2.74645982,1.029,2.5091,0.4,5.673117230000001,1.9162,-0.4609,-0.4276,222.8548,144.0,2012.0,217.0,verano,agosto,SO,25.87,3.849999999999909,66.75,2.60645982,0.6287054715842705
984.2878,982.26,986.17,1.0995,75.6824,58.94,93.4,10.231,1.2376,0.2,3.31,0.6792,2.143,0.52,9.29,1.1935,0.31,0.2632,40.3328,144.0,,218.0,,agosto,NE,23.44,3.909999999999968,34.46000000000001,3.11,0.406662316916628
985.0874,981.83,989.73,2.1141,69.0993,0.5487,94.5,11.9751,3.0921,0.31,6.58,1.3727,5.1485,0.72,9.49,2.0247,-2.3048,-1.725,216.8122,144.0,2012.0,219.0,verano,agosto,SO,21.72,7.899999999999977,93.9513,6.2700000000000005,2.8788414405798735
992.8231,989.73,995.53,1.5261,63.1726,45.1,82.2,11.6507,10.4202,2.9160000000000004,21.24,106.29,4.955,,11.53,-104.28,-1.8481,,228.1384,144.0,2012.0,220.0,invierno,febrero,SO,22.39,5.7999999999999545,37.1,18.323999999999998,
996.3128,995.39,997.51,0.6472,58.1281,40.45,,10.2913,7.22808,1.4400000000000002,16.272,0.7788,3.5706,0.84,8.53,1.5928,-0.1911,-1.7132,263.6357,144.0,2012.0,221.0,invierno,julio,O,22.37,2.1200000000000045,,14.831999999999999,1.7238252376618692
997.0019,996.21,998.08,0.4482,69.4829,50.54,89.0,10.351,1.7249,0.2,4.68,1.0698,2.974,0.56,7.04,1.759,0.9323,0.1852,11.234,144.0,2012.0,222.0,,agosto,N,18.21,1.8700000000000045,38.46,4.4799999999999995,0.9505168751789734
998.0998,,,0.5814,66.1983,52.96,79.3,8.6214,6.897959999999999,0.684,17.46,1.1332,3.2951,0.52,7.12,1.6476,1.5036,0.6948,24.8015,144.0,2012.0,223.0,invierno,marzo,NE,20.2,,26.339999999999996,16.776,1.656369523989137
996.0589,994.47,997.12,0.9633,67.3945,48.52,81.7,10.9369,1.5651,0.21,4.1,,2.7547,0.46,6.4,1.2747,0.6074,0.325,28.1532,144.0,2012.0,224.0,verano,agosto,NE,21.68,2.6499999999999773,33.18,3.8899999999999997,0.6888829799029732
992.0194,990.16,994.45,1.3373,63.0063,0.4481,93.4,16.7753,2.5029,0.16,5.43,1.7594,4.054,0.34,8.45,2.6763,,1.9258,56.0208,144.0,2012.0,225.0,verano,agosto,NE,23.18,4.290000000000077,92.95190000000001,5.27,
990.2199,988.75,991.52,0.889,53.6516,34.87,80.1,13.9077,7.84512,0.684,9.976732776,127.85,,0.4,4.5981454,-97.67,1.1255,1.3509,50.2009,144.0,2012.0,226.0,invierno,diciembre,NE,24.91,2.769999999999982,45.23,9.292732776000001,1.758317678919256
989.4457,,,0.7228,50.9199,35.29,81.0,14.725,6.22908,0.756,19.08,1.4323,2.871,0.48,7.24,2.1182,0.8978,0.855,43.6019,144.0,2012.0,227.0,verano,febrero,NE,26.12,,45.71,18.323999999999998,1.2397862073760944
988.1097,986.16,989.81,1.3152,52.6544,38.09,78.0,13.5369,2.0205,0.14,5.23,1.6132,3.2408,,7.62,2.3259,1.0121,1.3902,53.9425,144.0,2012.0,228.0,verano,agosto,NE,21.77,3.6499999999999773,39.91,5.090000000000001,1.7195936874738753
990.8232,986.29,995.03,2.9938,76.8671,0.5401,97.0,13.6829,3.35016,0.54,13.284,0.6246,1.7614,0.4,5.08,0.9798,-0.0706,-0.2593,254.7698,144.0,2012.0,229.0,invierno,enero,O,25.34,8.740000000000009,96.4599,12.744,0.2687393718828709
995.186,994.08,996.09,0.5814,71.1553,0.4042,99.5,23.776,5.32908,0.792,12.024,0.6078,2.4908,0.44,5.12,0.9612,-0.2828,0.582,115.9201,144.0,2012.0,230.0,invierno,junio,SE,30.63,2.009999999999991,99.0958,11.232,0.6470701971192924
994.9399,993.47,996.16,0.8902,57.2654,30.84,92.7,21.1681,4.504320000000001,0.432,14.94,0.7934,2.1414,0.32,5.2,1.1364,-0.0029,0.4225,90.3955,144.0,2012.0,231.0,invierno,octubre,E,35.65,2.689999999999941,61.86,14.508,0.42250995254549917
992.9879,990.27,995.13,1.6834,50.0244,27.4,81.8,19.4332,2.1326,0.37,5.16,1.228,3.4297,0.76,8.12,1.8418,-1.8889,-0.2841,188.5532,144.0,2012.0,232.0,verano,,S,35.86,4.860000000000014,54.4,4.79,1.9101455494281059
991.0478,989.26,993.64,0.9834,53.1469,35.3,,10.8082,5.85252,,12.24,0.7389,3.2772,0.76,7.16,1.5526,-0.3106,-0.7833,248.3692,144.0,2012.0,233.0,invierno,enero,O,31.11,4.3799999999999955,,,0.8426335205770062
990.3327,986.17,993.78,2.9492,60.6725,42.57,80.7,11.7168,4.57992,0.5040000000000001,11.628,0.7826,2.0978,0.36,5.0,1.1122,0.3463,0.4327,51.3269,,2012.0,234.0,invierno,mayo,NE,26.51,7.610000000000014,38.13,11.124,0.5542138395962338
988.2062,984.83,990.61,1.6789,60.2498,30.13,91.5,18.4066,1.9055,0.49,3.14413726,0.842,3.5691,0.92,5.871955949999999,1.7723,-0.3536,-1.3457,255.2777,144.0,2012.0,235.0,verano,agosto,O,25.28,5.779999999999973,61.370000000000005,2.6541372599999997,1.3913811303880759
988.9472,984.79,991.08,2.002,56.5124,34.89,84.1,15.6563,1.3557,0.16,2.87694773,1.0186,2.2956,0.36,4.349597,1.5574,0.3881,0.6554,59.3709,144.0,2012.0,236.0,,agosto,NE,23.68,6.290000000000077,49.209999999999994,2.71694773,0.7616894183326954
981.6733,980.76,984.55,0.9317,83.8588,63.15,96.5,,1.6899,,,1.3177,2.8053,0.66,11.13,2.0214,-0.4014,-0.4188,226.2171,144.0,2012.0,237.0,,agosto,SO,25.7,3.7899999999999636,33.35,,0.5800994742283431
985.5617,,991.03,2.1812,74.2988,53.74,91.7,12.7662,4.2381,0.9,9.88,2.2839,6.7122,2.14,15.65,3.4947,-3.0387,-2.6991,221.6124,144.0,2012.0,239.0,verano,agosto,SO,22.04,,37.96,8.98,4.064337399872211
994.0564,991.08,996.1,1.2731,70.5952,42.89,90.7,15.8256,1.5443,,,0.909,2.8617,0.32,,1.5086,0.0388,-1.0142,272.1883,144.0,2012.0,240.0,verano,agosto,O,25.75,5.019999999999982,47.81,,1.0149419096677406
991.299,989.69,993.56,1.0642,62.8304,36.95,91.7,18.9097,1.7976,0.19,3.45482276,1.1643,3.0778,0.46,5.200875269999999,1.8515,-1.3396,,197.1567,144.0,2012.0,241.0,verano,agosto,S,28.04,3.869999999999891,54.75,3.26482276,
991.7282,989.38,993.66,1.5667,61.1697,38.42,84.5,15.1062,6.08292,0.54,22.428,1.3223,2.8901,0.32,9.73,2.1039,-0.7607,-0.2715,199.6427,144.0,2012.0,242.0,invierno,enero,S,23.33,4.279999999999973,46.08,21.888,0.8076984214420628
989.4744,,990.72,0.534,77.0378,,97.3,11.1751,5.8716,1.836,17.46,0.825,2.6607,1.12,6.56,1.1493,-1.2335,-0.4502,200.0499,144.0,2012.0,243.0,invierno,noviembre,S,18.33,,,15.624,1.313088835532463
990.7485,988.99,994.02,1.4197,81.2187,65.79,97.9,9.8079,1.0924,0.33,3.32,0.5488,1.9376,0.64,4.24,0.7296,-0.3444,-0.3953,228.9403,144.0,2012.0,244.0,verano,agosto,SO,18.63,5.029999999999973,32.11,2.9899999999999998,0.5242837495097478
